"Sensor Name","Sensor Description","Solution KM Note","Solution for the issue","Issue Summary","Issue Description","Issue Severity","Product to raise SR if help needed","Sr Component","Sr Sub Component","Business Flow","Business Impact","Prod Family","Prod Area"
"JDEFIN_F0401_01","JDE Financial sensor: Unique Key field blank in table F0401","2834435.1","Go to Databrowser, query for table F0401, delete or correct the blank or zero for the AN8 record from F0401 table See document E1: 04: Validate That The Unique Key Field In The Supplier Master Table (F0401) Is Populated With A Valid Value For All Records To Prevent Errors When Adding, Changing Or Deleting A Record (Doc ID 2834435.1)","Unique Key field blank in table F0401","Unique Key field blank in F0401 table","2","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Validate that the unique key field in the Supplier Master table (F0401) is populated with a valid value for all records to prevent errors when adding, changing or deleting a record.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0411SW_01","JDE Financial sensor: Corrupt or non-existent Unique Next Number in F0411SW","2830503.1","Go to P00022, query for table F0411SW, then change the Unique Key ID to a value that is greater than the greatest table value identified then Save the change. See document E1: FIN: Overview and Frequently Asked Questions of Unique Next Numbers (P00022) in JD Edwards EnterpriseOne Financial Management (Doc ID 2830503.1).","Corrupt or non-existent Unique Next Number in F0411SW","Corrupt or non-existent Unique Next Number triggers error when adding, revising or deleting records in F0411SW","4","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Verify that the Unique Key in the F00022 table is higher than the highest Unique Key value written in the Supplier Ledger Summary Work Table (F0411SW) to prevent errors when adding, changing or deleting a record.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0411SW_02","JDE Financial sensor: Unique Key field blank in table F0411SW","2835939.1","Go to Databrowser, query for table F0411SW, delete or correct the blank or zero for the UKID record from F0411SW table See document E1: 04: Validate That The Unique Key Field In The Supplier Ledger Summary Work table (F0411SW) Is Populated With A Valid Value For All Records To Prevent Errors When Adding, Changing Or Deleting A Record (Doc ID 2835939.1)","Unique Key field blank in table F0411SW","Unique Key field blank in table F0411SW","4","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Validate that the unique key field in the Supplier Ledger Summary Work table (F0411SW) is populated with a valid value for all records to prevent errors when adding, changing or deleting a record.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0411_01","JDE Financial sensor: Number of not paid item with null open amount in F0411","1494960.1","Verify F0411, the unpaid vouchers should have Open Amount not zero. See documents: E1: 04: How To Run EnterpriseOne Accounts Payable Integrity Reports (R04701, R04702A, R04711, R04712, R047001A, R04713) (Doc ID 1407766.1) E1: 04: How To Troubleshoot EnterpriseOne Accounts Payable Integrity Issues (Doc ID 1494960.1)","Number of not paid item with null open amount in F0411","If a line item's pay status is not P in the F0411, then the open amount for that record cannot be blank in F0411","3","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Accounts Payable Ledger (F0411) data integrity: verify that all unpaid vouchers have an open amount to ensure data integrity.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0411_02","JDE Financial sensor: Number of paid item with not null open amount in F0411","1494960.1","Check F0411, the paid vouchers should have Open Amount equal to zero See documents: E1: 04: How To Run EnterpriseOne Accounts Payable Integrity Reports (R04701, R04702A, R04711, R04712, R047001A, R04713) (Doc ID 1407766.1) E1: 04: How To Troubleshoot EnterpriseOne Accounts Payable Integrity Issues (Doc ID 1494960.1)","Number of paid item with not null open amount in F0411","If a line item's pay status is P in the F0411, then the open amount for that record must be blank in F0411","3","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Accounts Payable Ledger (F0411) data integrity: verify that all paid vouchers do not have an open amount to ensure data integrity.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEDIST_F41021_01","JDE Distribution sensor: Item Location (F41021) populated with Negative Hard commitment","2827082.1","Kindly please check Doc ID 2827082.1 - Item Availability Inquiry (P41202) Displays Locations or Lots with Negative Hard Commitments (HCOM) where the following scenarios and solutions are provided. SCENARIO #1 ? If the negative commitment is because of a Open Credit Order for a specific Location or Lot Number, no solution needed. Negative hard commit quantity is acceptable for credit orders for returns of specific lots. SCENARIO #2A ? If there are open sales orders for the Item and Branch, run Sales Repost (R42995) to recalculate commitments following KM Document 625504.1 - E1: 42: Repost Active Sales Orders (R42995) SCENARIO #2B - ? If there are NO open sales orders for the Item and Branch, run Refresh Inventory Commitments (R42990) to clear the corrupted hard commit field (HCOM) following KM Document 2230896.1 E1: 42: Refresh Inventory Commitments (R42990)","Item Location (F41021) populated with Negative Hard commitment","Item Location (F41021) populated with Negative Hard commitment (HCOM)","2","JD Edwards EnterpriseOne Inventory Management","INVENT",,"JDE Distribution","It affects availability calculation of an inventory item","JDE E1 Distribution","JDE E1 Inventory"
"JDEFIN_F0411_04","JDE Financial sensor: Stuck Non-Purchasing Voucher Batches in F0411","1994174.1","Establish the failure scenario: 1. G/L Date Warnings and Errors or 2. Out Of Balance Post Failure Scenarios For each scenario follow the steps described in document E1: 04: Troubleshooting Voucher (V Type) Batch Post Failure (Non Purchase Order Related) Within EnterpriseOne Accounts Payable (Doc ID 1994174.1)","Stuck Non-Purchasing Voucher Batches in F0411","Non-purchasing voucher batch / batches stuck during processing of R09801","2","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Unable to Post or Reverse Non Procurement Voucher","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0413_01","JDE Financial sensor: Corrupt or non-existent Unique Next Number in F0413","2830503.1","Go to P00022, query for table F0413, then change the Unique Key ID to a value that is greater than the greatest table value identified then Save the change. See document E1: FIN: Overview and Frequently Asked Questions of Unique Next Numbers (P00022) in JD Edwards EnterpriseOne Financial Management (Doc ID 2830503.1).","Corrupt or non-existent Unique Next Number in F0413","Corrupt or non-existent Unique Next Number triggers error when adding, revising or deleting records in F0413","2","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Verify that the Unique Key in the F00022 table is higher than the highest Unique Key value written in the Accounts Payable - Matching Document table (F0413) to prevent errors when adding, changing or deleting a record.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0413_02","JDE Financial sensor: Unique Key field blank in table F0413","2835941.1","Go to Databrowser, query for table F0413, delete or correct the blank or zero for the PYID record from F0413 table See document E1: 04: Validate That The Payment ID Field In The Accounts Payable - Matching Document table (F0413) Is Populated With A Valid Value For All Records To Prevent Errors When Adding, Changing Or Deleting A Record (Doc ID 2835941.1)","Unique Key field blank in table F0413","Unique Key field blank in F0413 table","2","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Validate that the unique key field in the Accounts Payable - Matching Document table (F0413) is populated with a valid value for all records to prevent errors when adding, changing or deleting a record.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0413_03","JDE Financial sensor: Number of PYID mismatches in F0413 to F0414","2840587.1","Using the supplier number from F0413 look in F0411 for any voucher for that supplier. Try to see if the vouchers for that supplier could be related to the F0413 payment header. E1: 04: How To Troubleshoot EnterpriseOne Accounts Payable Integrity Issues (Doc ID 1494960.1) document may help to identify them. If no connection can be found to the existing vouchers from F0411: 1. check if any F0911 for that batch can be found, if yes, delete it and run R099102 Repost Account Ledger if the F0911 was posted 2. use SQL to delete the F0413 payment header record. See document E1: 04: How To Resolve Payment Header and Detail (F0413/F0414) Data Integrity (Missing F0414 Details) (Doc ID 2840587.1)","Number of PYID mismatches in F0413 to F0414","For each PYID in F0413, at least 1 matching PYID must exist in F0414","3","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Payment Header and Detail (F0413/F0414) data integrity: verify that for each Payment ID in the F0413 table, at least 1 matching Payment ID exists in the F0414 table to ensure data integrity.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0413_05","JDE Financial sensor: D posting code mismatch in F0413 to F0414","1959943.1","1. gather all unique voucher document numbers, query F0414 2. gather all unique payment ID numbers (PYID) and query the F0413 3. check the posted code, when you post the payment batch the A/P Payment tables (F0413 and F0414) are updated with a post code of D See document E1: FIN: Understanding Accounts Payable Payment Post Process Within JD Edwards EnterpriseOne Financial Management (R09801, P00241) (Doc ID 1959943.1)","D posting code mismatch in F0413 to F0414","If a F0413 record posted code is D, then its matching F0414 record posted code must also be D","3","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Payment Header and Detail (F0413/F0414) data integrity: verify that the posted codes in the F0413 and F0414 table match per payment ID to ensure data integrity.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0414_01","JDE Financial sensor: Unique Key field blank in table F0414","2835974.1","Go to Databrowser, query for table F0414, delete or correct the blank or zero for the PYID record from F0414 table See document E1: 04: Validate That The Payment ID Field In The Accounts Payable Matching Document Detail table (F0414) Is Populated With A Valid Value For All Records To Prevent Errors When Adding, Changing Or Deleting A Record (Doc ID 2835974.1)","Unique Key field blank in table F0414","Unique Key field blank in F0414 table","2","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Validate that the unique key field in the Accounts Payable Matching Document Detail table (F0414) is populated with a valid value for all records to prevent errors when adding, changing or deleting a record.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0414_02","JDE Financial sensor: Number of PYID mismatches in F0414 to F0413","2843981.1","To resolve the issue follow these steps: 1. Using the F0414 fields Document Type (RNDCT), Document Number (RNDOC) and Pay Item (RNSFX), look for the corresponding Voucher in Accounts Payable Ledger (F0411). 2. If a corresponding Voucher can be found and the Payment in F0414 is indeed paying that Voucher, the Payment Header from F0413 needs to be recreated using SQL. To recreate the data, enter an identical Payment in a Test Environment and then copy the missing F0413 data to the Environment where the issue occurs. If a corresponding Voucher cannot be found or the Payment is not paying that Voucher, the record in F0414 can be deleted using SQL. 3. If the F0414 record has the Post Code (POST) set to D (Posted), verify the corresponding data in Accounts Ledger (F0911) is also present. 4. Run the Accounts Payable integrity reports as per Doc ID 1407766.1 and Repost Account Ledger Integrity Report (R099102) as per Doc ID 1387474.1 to verify the data corruption issue has been resolved. NOTE: When doing an update make sure to request assistance from a database administrator familiar with this type of database update, perform updates in a test environment first, make sure to have a current back-up of the tables prior to performing the database update. Direct database updates are performed at your own risk and are not supported by Oracle Support Services. For more details, please review the document E1: 04: Payment ID (PYID) From Payment Detail table (F0414) Is Missing From Header Table (F0413) (Doc ID 2843981.1)","Number of PYID mismatches in F0414 to F0413","For each PYID in F0414, 1 matching PYID must exist in F0413","3","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Payment Header and Detail (F0413/F0414) data integrity: verify that for each Payment ID in the F0414 table, one matching Payment ID exists in the F0413 table to ensure data integrity.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0450_01","JDE Financial sensor: Corrupt or non-existent Unique Next Number in F0450","2830503.1","Go to P00022, query for table F0450, then change the Unique Key ID to a value that is greater than the greatest UKID value identified in F0450 then Save the change. For more details, please review the document - E1: FIN: Overview and Frequently Asked Questions of Unique Next Numbers (P00022) in JD Edwards EnterpriseOne Financial Management (Doc ID 2830503.1).","Corrupt or non-existent Unique Next Number in F0450","Corrupt or non-existent Unique Next Number triggers error when adding, revising or deleting records in F0450","3","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Verify that the Unique Key in the F00022 table is higher than the highest Unique Key value written in the Payee Control table (F0450) to prevent errors when adding, changing or deleting a record.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0450_02","JDE Financial sensor: Unique Key field blank in table F0450","2843982.1","To resolve the issue follow these steps: 1. From Databrowser, check the data for the record where the Unique Key ID field (UKID) is blank or zero in F0450. 2. If the data is corrupted or no longer relevant, delete the record using an SQL utility. 3. If the data is not corrupted (except the UKID field) and contains relevant information, update the UKID field with the Next Number found in Next Unique Number (P00022) for table F0450 and increase the value of the Next Number in P00022. NOTE: When doing an update make sure to request assistance from a database administrator familiar with this type of database update, perform updates in a test environment first, make sure to have a current back-up of the tables prior to performing the database update. Direct database updates are performed at your own risk and are not supported by Oracle Support Services. For more details, please review the document E1: 04: Blank Or Zero Unique Key ID Field (UKID) Found In Payee Control Table (F0450) (Doc ID 2843982.1)","Unique Key field blank in table F0450","Unique Key field blank in F0450 table","3","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Validate that the unique key field in the Payee Control table (F0450) is populated with a valid value for all records to prevent errors when adding, changing or deleting a record.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEDIST_F41021_02","JDE Distribution sensor: Item Location (F41021) populated with Negative On Hand (PQOH)","2830899.1","Kindly please check Doc ID 2830899.1 - Item Availability Inquiry (P41202) Displays Locations or Lots with Negative On Hand (PQOH) where the following scenarios and solutions are provided. SCENARIO #1A ? No solution needed. Negative On Hand is acceptable if the Functionality ''Allow Negative Onhand'' is used. SCENARIO #1B ? In case it is essential for your daily business to not allow the on-hand quantity go negative: 1.Check the processing options for the program and related Version above 2.Ensure processing option is not flagged to allow on-hand quantity go negative SCENARIO #2 ? To correct corrupted data, On Hand Quantity (PQOH) needs to be corrected following the Document E1: 41: Item Ledger/Item Location Quantity Imbalance Issue (Doc ID 2753312.1)","Item Location (F41021) populated with Negative On Hand (PQOH)","Item Location (F41021) populated with Negative On Hand (PQOH)","2","JD Edwards EnterpriseOne Inventory Management","INVENT",,"JDE Distribution","It affects availability calculation of an inventory item","JDE E1 Distribution","JDE E1 Inventory"
"JDEFIN_F04571_01","JDE Financial sensor: Corrupt or non-existent Unique Next Number in F04571","2830503.1","Go to P00022, query for table F04571, then change the Unique Key ID to a value that is greater than the greatest UKID value identified in F04571 then Save the change. For more details, please review the document - E1: FIN: Overview and Frequently Asked Questions of Unique Next Numbers (P00022) in JD Edwards EnterpriseOne Financial Management (Doc ID 2830503.1).","Corrupt or non-existent Unique Next Number in F04571","Corrupt or non-existent Unique Next Number triggers error when adding, revising or deleting records in F04571","2","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Verify that the Unique Key in the F00022 table is higher than the highest Unique Key value written in the A/P Payment Processing ? Header table (F04571) to prevent errors when adding, changing or deleting a record.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F04571_02","JDE Financial sensor: Unique Key field blank in table F04571","2844006.1","To resolve the issue, follow these steps: 1. Take a backup of all Payment Group worktables (F04571, F04572, F04573) and Accounts Payable Ledger (F0411) records. 2. From Automatic Payment Groups (P04571), try to Undo the Payment Group. If the Payment Group cannot be undone, continue to Step 3. 3. Delete the corrupted record from F04571 based on the corrupted Payment Group Number (including blank), using a database utility. NOTE: When doing an update make sure to request assistance from a database administrator familiar with this type of database update, perform updates in a test environment first, make sure to have a current back-up of the tables prior to performing the database update. Direct database updates are performed at your own risk and are not supported by Oracle Support Services. For more details, please review the document - E1: 04: Corrupted Records Found in the Payment Group Worktables (F04571, F04572, F04573) (Doc ID 2844006.1)","Unique Key field blank in table F04571","Unique Key field blank in table F04571","2","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Validate that the unique key field in the A/P Payment Processing ? Header table (F04571) is populated with a valid value for all records to prevent errors when adding, changing or deleting a record.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F04571_F04572_F04573_01","JDE Financial sensor: Corrupted records in F04571, F04572 or F04573","2844006.1","To resolve the issue, follow these steps: 1. Take a backup of all Payment Group worktables (F04571, F04572, F04573) and Accounts Payable Ledger (F0411) records. 2. From Automatic Payment Groups (P04571), try to Undo the Payment Group. If the Payment Group cannot be undone, continue to Step 3. 3. If the Payment Group Number (HDC) is not blank in F04573, take note of any Voucher Document Numbers (DOC) in F04573 based on the Payment Group Number. 4. Verify Accounts Payable Ledger (F0411) records for the above Document Numbers. Pay special attention to the Pay Status (alias PST) field. If the Pay Status is # (Payment in Progress), it has to be changed to A (Approved), using a database utility. 5. Delete the corrupted records from all Payment Group worktables (F04571, F04572, F04573) based on the corrupted Payment Group Number (including blank), using a database utility. NOTE: When doing an update make sure to request assistance from a database administrator familiar with this type of database update, perform updates in a test environment first, make sure to have a current back-up of the tables prior to performing the database update. Direct database updates are performed at your own risk and are not supported by Oracle Support Services. For more details, please review the document - E1: 04: Corrupted Records Found in the Payment Group Worktables (F04571, F04572, F04573) (Doc ID 2844006.1)","Corrupted records in F04571, F04572 or F04573","There are corrupted records in temp table which can cause issues when generating automatic payments","2","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Corrupt, orphaned or missing records in temp table cause issues when generating automatic payments","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F04571_F04572_F04573_02","JDE Financial sensor: Orphan data in F04571, F04572 or F04573","2818934.1","Follow instructions in Doc ID 2818934.1 E1: 04: Orphaned or Missing Records Found in the Payment Group Worktables (F04571, F04572, F04573)","Orphan data in F04571, F04572 or F04573","There are orphaned or missing records in temp tables which may cause issues when generating automatic payments","2","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Corrupt, orphaned or missing records in temp table cause issues when generating automatic payments","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F04572_01","JDE Financial sensor: Unique Key field blank in table F04572","2844006.1","To resolve the issue, follow these steps: 1. Take a backup of all Payment Group worktables (F04571, F04572, F04573) and Accounts Payable Ledger (F0411) records. 2. From Automatic Payment Groups (P04571), try to Undo the Payment Group. If the Payment Group cannot be undone, continue to Step 3. 3. Delete the corrupted record from F04572 based on the corrupted Payment Group Number (including blank), using a database utility. NOTE: When doing an update make sure to request assistance from a database administrator familiar with this type of database update, perform updates in a test environment first, make sure to have a current back-up of the tables prior to performing the database update. Direct database updates are performed at your own risk and are not supported by Oracle Support Services. For more details, please review the document - E1: 04: Corrupted Records Found in the Payment Group Worktables (F04571, F04572, F04573) (Doc ID 2844006.1)","Unique Key field blank in table F04572","Unique Key field blank in table F04572","2","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Validate that the unique key field in the A/P Payment Processing ? Summary table (F04572) is populated with a valid value for all records to prevent errors when adding, changing or deleting a record.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F04573_01","JDE Financial sensor: Unique Key field blank in table F04573","2844006.1","SOLUTION To resolve the issue, follow these steps: 1. Take a backup of all Payment Group worktables (F04571, F04572, F04573) and Accounts Payable Ledger (F0411) records. 2. From Automatic Payment Groups (P04571), try to Undo the Payment Group. If the Payment Group cannot be undone, continue to Step 3. 3. Take note of any Voucher Document Numbers (DOC) in F04573 based on the corrupted/blank Payment Group Number. 4. Verify Accounts Payable Ledger (F0411) records for the above Document Numbers. Pay special attention to the Pay Status (alias PST) field. If the Pay Status is # (Payment in Progress), it has to be changed to A (Approved), using a database utility. 5. Delete the corrupted record from F04573 based on the Payment Group Number (including blank), using a database utility. NOTE: When doing an update make sure to request assistance from a database administrator familiar with this type of database update, perform updates in a test environment first, make sure to have a current back-up of the tables prior to performing the database update. Direct database updates are performed at your own risk and are not supported by Oracle Support Services. For more details, please review the document - E1: 04: Corrupted Records Found in the Payment Group Worktables (F04571, F04572, F04573) (Doc ID 2844006.1)","Unique Key field blank in table F04573","Unique Key field blank in table F04573","2","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","Validate that the unique key field in the A/P Payment Processing ? Detail table (F04573) is populated with a valid value for all records to prevent errors when adding, changing or deleting a record.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0901_01","JDE Financial sensor: Unique Key field blank in table F0901","2394187.2","Verify accounts are added per the recommendations in solution doc 2394187.2","Unique Key field blank in table F0901","Unique Key field blank in F0901 table","2","JD Edwards EnterpriseOne General Ledger","JOURNA",,"JDE Financial","Validate that the unique key field in the Account Master table (F0901) is populated with a valid value for all records to prevent errors when adding, changing or deleting a record.","JDE E1 Financials","JDE E1 General Accounting"
"JDEFIN_F0902Z1_01","JDE Financial sensor: Performance impact - Size of F0902Z1 Z table","1466147.1","Review solution doc 1466147.1 for guidance on F0902Z1 mapping and import size","Performance impact - Size of F0902Z1 Z table","Size of F0902Z1 Z table impact the performance","3","JD Edwards EnterpriseOne General Ledger","JOURNA",,"JDE Financial","Validate that the Account Balances - Batch File table (F0902Z1) does not exceed the specified threshold number of records to prevent performance degradation.","JDE E1 Financials","JDE E1 General Accounting"
"JDEFIN_F0902_01","JDE Financial sensor: Unique Key field blank in table F0902","1387474.1","Solution doc 664783.1 addresses how post balance by currency works. If corrections are needed, refer to solution doc 1387474.1, where the repost can correct data corruption","Unique Key field blank in table F0902","Unique Key field blank in F0902 table","2","JD Edwards EnterpriseOne General Ledger","JOURNA",,"JDE Financial","Validate that the unique key field in the Account Balance table (F0902) is populated with a valid value for all records to prevent errors when adding, changing or deleting a record.","JDE E1 Financials","JDE E1 General Accounting"
"JDEFIN_F0902_03","JDE Financial sensor: Corrupted records in F0902 due currency code change","664787.1","Submit the R09707 integrity report per solution doc 664787.1 and address exceptions per the steps listed in the document","Corrupted records in F0902 due currency code change","There are corrupted records in F0902 due currency code change","2","JD Edwards EnterpriseOne General Ledger","JOURNA",,"JDE Financial","Verify that the amount of records per account, fiscal year, ledger type, subledger type and currency code is correct in the Account Balance table (F0902) when using multi-currency to ensure data integrity.","JDE E1 Financials","JDE E1 General Accounting"
"JDEDIST_F4102_01","JDE Distribution sensor: Item Branch records missing primary location in F41021","2146010.1","To fix the issue follow the below steps: There is no standard way to populate the primary location through the following applications: P41026 - Item Branch, based on F4102 (Item Branch File) P41024 - Location Revisions, which allows additions and updates to the F41021 (Item Location File) Or R4101Z1I - Item Master Unedited Transactions Inbound Processor which allows the user to create F4101/F4102/F41021 Workaround 1: (Custom routine) If this is a frequent requirement, the user can call the form W41026B (Primary Location) through W41026H (Work with Item Branch) form. This creates records in the F4111, F4108 and F41021. Workaround 2: This method involves lot/location creation 'on the fly' as explained in Document 1075187.1 - E1: 40: Item Branch/Location/Lot Creation On the Fly in E1 Inventory Transaction. 1.Go to P4114 (Inventory Adjustment) 2.Specify Item, Quantity, and Lot Number with (for lot controlled item) with Lot Expiration Date which creates Primary Location. To create item location on the fly, you must specify either Location or Lot (or both) 3.(Not to change physical inventory or it's value and cost) Reverse it 4.In case the primary Location with Blank Lot then update F41021 (Item Location) Lot Number using query tools because there is no means to create blank value For more details, please review the document - E1: 41: Cannot Add Primary Location - Workaround (Doc ID 2146010.1)","Item Branch records missing primary location in F41021","Item Branch records missing primary location in F41021","2","JD Edwards EnterpriseOne Inventory Management","INVENT",,"JDE Distribution","This will affect the transactions from different modules like inventory, Purchase, Sales, Manufacturing.","JDE E1 Distribution","JDE E1 Inventory"
"JDEFIN_F0911Z1_01","JDE Financial sensor: Performance impact - Size of F0911Z1 Z table","664757.1","Refer to solution doc 664757.1 for proper F0911Z1 mapping and capacity","Performance impact - Size of F0911Z1 Z table","Size of F0911Z1 Z table impact the performance","2","JD Edwards EnterpriseOne General Ledger","JOURNA",,"JDE Financial","Validate that the Journal Entry Transactions - Batch File table (F0911Z1) does not exceed the specified threshold number of records to prevent performance degradation.","JDE E1 Financials","JDE E1 General Accounting"
"JDEFIN_F0911_01","JDE Financial sensor: Number of posted vouchers with not null total amount","1494960.1","Posted Voucher batches where found to be out of balance in Account Ledger (F0911). To identify the batches, run AP to GL Integrity by Batch Report (R04701). For more details and troubleshooting steps, please review the document E1: 04: How To Troubleshoot EnterpriseOne Accounts Payable Integrity Issues (Doc ID 1494960.1)","Number of posted vouchers with not null total amount","If F0911 batch type is V and posted code is P, then the total amount (AA) for all records must be zero","3","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","General Ledger (F0911) data integrity: verify that the grand total for a posted voucher batch is zero to ensure data integrity.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0911_02","JDE Financial sensor: Number of automatic AP checks with not null total amount","1494960.1","Posted Automatic Payment batches where found to be out of balance in Account Ledger (F0911). To identify the batches, run AP Payments to GL by Batch Report (R04702A). For more details and troubleshooting steps, please review the document E1: 04: How To Troubleshoot EnterpriseOne Accounts Payable Integrity Issues (Doc ID 1494960.1)","Number of automatic AP checks with not null total amount","If F0911 batch type is K and posted code is P, then the total amount (AA) for all records must be zero","3","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","General Ledger (F0911) data integrity: verify that the grand total for a posted automatic payment batch is zero to ensure data integrity.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0911_03","JDE Financial sensor: Number of manual  void checks w match with not null total amount","1494960.1","Posted Manual Payment batches where found to be out of balance in Account Ledger (F0911). To identify the batches, run AP Payments to GL by Batch Report (R04702A). For more details and troubleshooting steps, please review the document E1: 04: How To Troubleshoot EnterpriseOne Accounts Payable Integrity Issues (Doc ID 1494960.1)","Number of manual void/checks w/match with not null total amount","If F0911 batch type is M and posted code is P, then the total amount (AA) for all records must be zero","3","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","General Ledger (F0911) data integrity: verify that the grand total for a posted manual payment with voucher match batch is zero to ensure data integrity.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0911_04","JDE Financial sensor: Number of manual void checks wo match with not null total amount","1494960.1","Posted Manual Payment Without Voucher Match batches (Batch Type = W) where found to be out of balance in Account Ledger (F0911). To identify the batches, run AP Payments to GL by Batch Report (R04702A). For more details and troubleshooting steps, please review the document E1: 04: How To Troubleshoot EnterpriseOne Accounts Payable Integrity Issues (Doc ID 1494960.1)","Number of manual void/checks wo/match with not null total amount","If F0911 batch type is W and posted code is P, then the total amount (AA) for all records must be zero","3","JD Edwards EnterpriseOne Accounts Payable","EDIDI",,"JDE Financial","General Ledger (F0911) data integrity: verify that the grand total for a posted manual payment without voucher match batch is zero to ensure data integrity.","JDE E1 Financials","JDE E1 Accounts Payable"
"JDEFIN_F0911_05","JDE Financial sensor: Number of not null total amounts of posted IB batches","2242260.2","Posted invoice batches were found to be out of balance in Account Ledger (F0911). To identify the batches, run AR to GL Integrity by Batch Report (R03B701). For more details and troubleshooting steps, please review the document E1: 03B: How To Run and Research Accounts Receivable Integrity Issues (Doc ID 2242260.2)","Number of not null total amounts of posted IB batches","If in F0911 batch type is IV and posted code is P, the total amount for all records must be zero","3","JD Edwards EnterpriseOne Accounts Receivable","INVO",,"JDE Financial","General Ledger (F0911) data integrity: verify that the grand total for a posted invoice batch is zero to ensure data integrity.","JDE E1 Financials","JDE E1 Accounts Receivable"
"JDEFIN_F0911_06","JDE Financial sensor: Number of non null total amounts of posted rcpts adjst. ","2242260.2","Posted receipt batches were found to be out of balance in Account Ledger (F0911). To identify the batches, run AR to GL Receipts by Batch Integrity Report (R890911BI). For more details and troubleshooting steps, please review the document E1: 03B: How To Run and Research Accounts Receivable Integrity Issues (Doc ID 2242260.2)","Number of non null total amounts of posted rcpts/adjst.","If in F0911 batch type is RB and posted code is P, the total amount for all records must be zero","3","JD Edwards EnterpriseOne Accounts Receivable","INVO",,"JDE Financial","General Ledger (F0911) data integrity: verify that the grand total for a posted receipt batch is zero to ensure data integrity.","JDE E1 Financials","JDE E1 Accounts Receivable"
